customer_id,name,email,quality_score,total_transactions,successful_transactions,failed_transactions,average_transaction_value,lifetime_value
3900,Tracey Fisher,richardmanning@example.com,0.949,33,31,2,2017.84,62553.08
3901,Wanda Anderson,oconnellmelissa@example.com,0.679,45,30,15,1112.04,33361.34
3902,Christina Berry,ian95@example.net,0.794,11,8,3,4715.99,37727.92
3903,Darrell Trujillo,thomasruth@example.com,0.682,25,17,8,221.78,3770.28
3904,John Stephens,qdavis@example.com,0.851,39,33,6,1802.33,59477.02
3905,Shannon Harper,john48@example.org,0.788,18,14,4,3171.75,44404.51
3906,Tammy Pugh,ashleybryan@example.org,0.334,16,5,11,3404.81,17024.06
3907,Michael Bowman,phillipthompson@example.org,0.624,32,19,13,949.38,18038.15
3908,Miss Amy Morton,rushscott@example.org,0.644,6,3,3,2178.91,6536.72
3909,Kathryn Hart,walldana@example.org,0.983,20,19,1,1466.53,27864.02
3910,Jessica Barajas,lisa78@example.net,0.682,9,6,3,931.73,5590.36
3911,Marie Peterson,coxolivia@example.org,0.759,16,12,4,806.09,9673.05
3912,John Wong,terrichavez@example.com,0.639,4,2,2,3313.29,6626.58
3913,James Harrison,bwilliams@example.net,0.766,5,3,2,3255.65,9766.95
3914,Richard Parrish,williamserin@example.com,0.666,4,2,2,659.81,1319.62
3915,Robin Hernandez,henry85@example.org,0.558,4,2,2,2245.99,4491.97
3916,Dennis Jordan,alexandriajohnson@example.net,0.919,25,22,3,1402.34,30851.41
3917,Rachel Yang,maciaspeter@example.org,0.465,46,21,25,4007.83,84164.47
3918,John Bruce,drowland@example.net,0.735,38,27,11,317.22,8564.85
3919,Robert Sanders,brandy72@example.net,0.756,9,6,3,4173.26,25039.55
3920,William Phillips,kayla35@example.org,0.75,23,17,6,3534.43,60085.24
3921,Matthew Bernard,suttonstephanie@example.com,0.811,9,7,2,332.5,2327.47
3922,Chad Beltran,thomas50@example.com,0.897,6,5,1,4156.06,20780.3
3923,Jonathan Mcdonald,brandtlaura@example.org,0.865,29,25,4,2304.65,57616.3
3924,Tonya Fletcher,susan71@example.com,0.637,10,6,4,543.74,3262.42
3925,Bradley Schmidt,heidivaldez@example.net,0.661,15,9,6,851.68,7665.16
3926,Shirley Johnson,rodriguezvictoria@example.com,0.748,11,8,3,4070.72,32565.77
3927,David Armstrong,kandersen@example.org,0.835,3,2,1,753.08,1506.17
3928,Michael Parker,michelleharris@example.net,0.821,40,32,8,3976.98,127263.27
3929,Robin Smith,juangarcia@example.net,0.814,17,13,4,1223.38,15903.95
3930,Sean Gutierrez,matthew92@example.org,0.865,1,0,1,4901.43,0.0
3931,Beth Patel,veronicalara@example.org,0.8,8,6,2,803.18,4819.08
3932,Whitney Clark,patrick35@example.org,0.732,41,29,12,3575.15,103679.44
3933,Kimberly Valentine,troydean@example.net,0.483,41,19,22,2139.76,40655.4
3934,Rebecca Zavala,staylor@example.net,0.706,16,11,5,4342.02,47762.21
3935,Crystal Lawson,teresa81@example.com,0.66,10,6,4,2058.36,12350.14
3936,Sandra Madden,joelsmith@example.org,0.878,21,18,3,2920.36,52566.54
3937,Dave Harrington,zjackson@example.com,0.849,10,8,2,392.2,3137.59
3938,Eric Perez,jennifer92@example.org,0.769,15,11,4,1433.46,15768.02
3939,Scott Brooks,raymond01@example.org,0.823,12,9,3,4240.92,38168.24
3940,Lisa Martin,angie77@example.net,0.889,28,24,4,3884.57,93229.72
3941,Allen Lewis,bryantbrianna@example.net,0.746,3,2,1,1828.78,3657.56
3942,James Woods,kennedysara@example.com,0.77,42,32,10,4357.41,139436.96
3943,Jacob Quinn,sarahblanchard@example.net,0.686,40,27,13,2543.1,68663.62
3944,Nathan Blair,scottrice@example.com,0.488,20,9,11,3223.25,29009.26
3945,William Stanley,dominiquewright@example.org,0.661,30,19,11,3479.35,66107.64
3946,Paul Dickson,theresa66@example.net,0.755,46,34,12,3609.33,122717.2
3947,James Henderson,reginamiller@example.net,0.736,49,36,13,1023.3,36838.86
3948,Mark Keith,turnerlaura@example.com,0.545,24,13,11,4000.45,52005.87
3949,Patricia Hughes,omiller@example.com,0.636,14,8,6,299.01,2392.06
3950,Nathan Smith,millerdavid@example.org,0.637,11,7,4,1049.85,7348.97
3951,Blake Murphy,farmerholly@example.org,0.88,15,13,2,1682.33,21870.3
3952,Kimberly Young,sonya67@example.net,0.906,29,26,3,4919.45,127905.68
3953,Dakota Barnett,eblair@example.net,0.788,18,14,4,3281.4,45939.66
3954,Janet Norman,matthew18@example.com,0.886,29,25,4,2619.42,65485.42
3955,Ross Singh,rivaseric@example.org,0.651,23,14,9,2889.46,40452.39
3956,Anthony Burnett,jeff48@example.org,0.582,39,22,17,1130.61,24873.35
3957,Taylor Calhoun,jamesjackson@example.org,0.548,5,2,3,515.2,1030.41
3958,Jerome Lambert,munozthomas@example.net,0.887,29,25,4,362.18,9054.58
3959,Rebecca Spence,moodyjimmy@example.org,0.598,4,2,2,1531.79,3063.59
3960,Carmen Cross,ndavis@example.org,0.397,30,11,19,4312.45,47436.9
3961,Larry Blair,vanessamcguire@example.com,0.854,49,41,8,1851.57,75914.44
3962,Christopher Harrison,williamspeter@example.com,0.925,6,5,1,3709.47,18547.35
3963,Jeanette White,toddshelton@example.com,0.875,35,30,5,2590.45,77713.5
3964,Richard Willis,jamesgardner@example.net,0.408,43,17,26,4483.93,76226.79
3965,Shannon Clark,krystal93@example.net,0.656,33,21,12,3640.02,76440.52
3966,George Vasquez,lopezamber@example.com,0.86,25,21,4,1692.25,35537.18
3967,Taylor Brown PhD,edwardsthomas@example.org,0.784,40,31,9,2224.82,68969.31
3968,Paul Stewart,gileskatelyn@example.org,0.723,14,10,4,4755.4,47553.99
3969,Jeremy Lucas,ipetty@example.com,0.631,14,8,6,2874.1,22992.77
3970,Danny Lee,emilypaul@example.net,0.722,9,6,3,3913.01,23478.07
3971,Holly Moss,tranrobert@example.org,0.904,7,6,1,2322.11,13932.66
3972,Adrienne Davis,jtorres@example.com,0.421,32,13,19,4669.52,60703.71
3973,Bridget Hernandez,zcollins@example.org,0.584,2,1,1,869.86,869.86
3974,Gregory Johnson,cindy65@example.net,0.372,17,6,11,4222.54,25335.25
3975,Joy Harris,julie53@example.net,0.723,31,22,9,1149.61,25291.35
3976,Dr. David Hart V,jacksonpaul@example.net,0.795,21,16,5,2492.24,39875.89
3977,Jose Tapia,kevinvelazquez@example.org,0.555,15,8,7,3738.89,29911.12
3978,William Parker MD,mgonzalez@example.com,0.773,24,18,6,2663.78,47948.11
3979,Dennis Lawson,matthew51@example.net,0.677,10,6,4,1562.55,9375.31
3980,Kevin Martin,chelseayoung@example.net,0.722,45,32,13,3861.58,123570.51
3981,James Best,nelsondale@example.net,0.722,16,11,5,1044.04,11484.39
3982,Thomas Foley,swansonjames@example.com,0.887,23,20,3,4577.48,91549.67
3983,Regina Webb,amber34@example.com,0.926,46,42,4,2764.37,116103.74
3984,Heather Page,sheilabenton@example.net,0.818,5,4,1,1634.81,6539.25
3985,Thomas Matthews,chrisnavarro@example.com,0.849,24,20,4,4195.23,83904.56
3986,Ashley Fletcher,ismith@example.org,0.685,1,0,1,1158.23,0.0
3987,Victoria Mayo,heather18@example.com,0.958,3,2,1,1272.29,2544.58
3988,Jon Ortiz,adam26@example.com,0.366,5,1,4,3601.43,3601.43
3989,Jacob Bell,kevin41@example.org,0.541,43,23,20,3722.01,85606.25
3990,Jessica Kelley,brendajones@example.org,0.827,46,38,8,1443.78,54863.51
3991,Roy Cain,eringarcia@example.com,0.979,49,47,2,1290.37,60647.2
3992,Craig Hoffman,christine72@example.net,0.735,25,18,7,4160.6,74890.87
3993,Walter Cruz,johnsonjeremy@example.net,0.874,5,4,1,1891.54,7566.14
3994,Michael Mcintosh,jeanettewilliams@example.org,0.879,48,42,6,3357.14,140999.8
3995,Megan Berry,gerald57@example.com,0.432,9,3,6,4373.93,13121.8
3996,James Crawford,perezshaun@example.org,0.373,9,3,6,4113.06,12339.19
3997,Mrs. Jessica Goodwin,arnoldricky@example.com,0.516,37,19,18,4073.49,77396.34
3998,Sarah Mcbride,mark88@example.org,0.74,45,33,12,4932.34,162767.17
3999,Sandra Nelson,mariapatton@example.com,0.745,3,2,1,3388.94,6777.88
4000,Jamie Rogers,evan12@example.org,0.773,33,25,8,822.01,20550.14
4001,Christopher Gonzalez,kimfelicia@example.com,0.755,44,33,11,4848.39,159996.91
4002,Erica Rosales,david28@example.net,0.626,24,15,9,4559.52,68392.74
4003,Melissa Jackson,danahenry@example.org,0.877,38,33,5,3115.68,102817.42
4004,Melissa Eaton,tgibson@example.net,0.58,9,5,4,3891.82,19459.09
4005,Morgan Warner,silvakaylee@example.net,0.937,18,16,2,4758.49,76135.85
4006,Glenn Morgan,ingramthomas@example.org,0.211,29,6,23,4420.65,26523.87
4007,Tara Lindsey,reeddawn@example.com,0.456,42,19,23,4964.74,94330.11
4008,James Long,pcastillo@example.org,0.799,36,28,8,686.76,19229.29
4009,Jennifer Wilkinson,elizabethwright@example.net,0.745,26,19,7,3679.91,69918.38
4010,Brian Murray,flynnjesus@example.org,0.708,13,9,4,4030.48,36274.33
4011,Richard Christensen,brett04@example.com,0.557,37,20,17,1199.07,23981.31
4012,Gregory Salazar,mariawright@example.org,0.711,4,2,2,3404.13,6808.27
4013,Jessica Ochoa,phogan@example.net,0.627,48,30,18,4231.7,126950.97
4014,Michele Hunt,kimberlystout@example.org,0.603,23,13,10,945.06,12285.82
4015,Angela Martinez,scott26@example.com,0.746,46,34,12,802.23,27275.95
4016,David Clements,bakermichael@example.net,0.805,17,13,4,3382.16,43968.03
4017,Gary Duffy,bryan97@example.net,0.809,9,7,2,4268.57,29879.96
4018,Kristin Perez,jasonphillips@example.org,0.903,32,28,4,735.31,20588.75
4019,Samantha Fields,bsalinas@example.org,0.816,11,8,3,4768.83,38150.6
4020,Andrew Branch,ysmith@example.net,0.691,23,15,8,447.27,6709.1
4021,Susan Tucker,brian84@example.org,0.799,25,19,6,1854.15,35228.87
4022,Sarah Price,johnsoncindy@example.com,0.502,18,9,9,4459.02,40131.19
4023,Jennifer Paul,taylorbrandi@example.net,0.841,45,37,8,3357.01,124209.41
4024,Katherine Hamilton,robertmclaughlin@example.com,0.843,13,10,3,1786.69,17866.92
4025,Tyrone Frazier,erogers@example.org,0.732,2,1,1,4719.89,4719.89
4026,Lindsey Logan,mark17@example.org,0.857,39,33,6,2366.35,78089.71
4027,Andrew Rojas,qgarcia@example.com,0.479,39,18,21,949.3,17087.47
4028,Alexandra Diaz,jeffreywalker@example.org,0.945,35,33,2,1541.47,50868.56
4029,Michael Turner,poolechristopher@example.org,0.599,40,23,17,540.47,12430.79
4030,Vanessa Glover,desireereed@example.com,0.846,41,34,7,2065.34,70221.65
4031,Cody Johnson,uruiz@example.net,0.8,45,36,9,4295.25,154628.92
4032,Allen Johnson,jasonwelch@example.com,0.819,13,10,3,1967.15,19671.48
4033,Robert Coleman,larrygray@example.com,0.65,7,4,3,1190.88,4763.53
4034,Stephen Lucas,holly25@example.org,0.743,35,26,9,3175.34,82558.81
4035,Michael Bennett,stantonjon@example.net,0.575,3,1,2,4625.65,4625.65
4036,Jill Lewis,brownkenneth@example.com,0.518,30,15,15,4306.08,64591.17
4037,Sandra Rodriguez,stephen89@example.net,0.703,24,16,8,4766.71,76267.29
4038,Darren Jones,marshallpatricia@example.com,0.697,5,3,2,2479.53,7438.59
4039,Diane Berry,jeffrey81@example.net,0.822,41,33,8,1231.0,40622.99
4040,Peggy Brown,rileyjohnson@example.net,0.62,25,15,10,1060.0,15900.01
4041,Christina Hall,sarah11@example.com,0.652,4,2,2,3395.44,6790.88
4042,Kimberly Frye,jonesmandy@example.org,0.796,32,25,7,888.89,22222.36
4043,Katherine White,sharon21@example.com,0.763,42,32,10,3626.79,116057.3
4044,Tony Ford,lsawyer@example.net,0.84,45,37,8,1254.5,46416.52
4045,Stephanie Hall,timothy35@example.com,0.337,23,7,16,2301.15,16108.04
4046,Denise Keller,felicia08@example.com,0.813,9,7,2,3403.73,23826.09
4047,Robert Owens,phillipsstephen@example.org,0.8,40,31,9,4646.58,144043.84
4048,Patty Benton,huynhmark@example.com,0.884,27,23,4,1796.89,41328.46
4049,Travis Simpson,tharris@example.com,0.721,27,19,8,1048.95,19930.04
4050,James Thompson,petersonjoy@example.org,0.832,23,19,4,3681.75,69953.3
4051,Laura Smith,jennathompson@example.net,0.571,41,23,18,2942.34,67673.76
4052,Tristan Harrell,ashleeguzman@example.org,0.667,16,10,6,1864.94,18649.37
4053,Alyssa Sanders,nparker@example.net,0.631,5,3,2,1556.64,4669.91
4054,Thomas Kelley,cooksusan@example.org,0.881,4,3,1,3439.37,10318.12
4055,Sean Walsh,bbennett@example.org,0.504,46,23,23,1615.54,37157.52
4056,Thomas Ramsey,jasonwright@example.net,0.875,38,33,5,4738.61,156374.1
4057,Andrea Miller,christopher88@example.net,0.646,13,8,5,1105.25,8841.97
4058,Beverly Medina,samantha17@example.org,0.936,5,4,1,3905.49,15621.94
4059,Kristin Harris,misty67@example.com,0.518,7,3,4,836.35,2509.05
4060,Joshua Ramirez,ramirezjennifer@example.org,0.858,44,37,7,3727.07,137901.69
4061,Kimberly Rodriguez,anitathompson@example.net,0.75,28,20,8,4820.68,96413.6
4062,Christopher Burke,hatfielddavid@example.net,0.875,46,40,6,436.9,17475.98
4063,Bryan Stephens,guerreropamela@example.org,0.966,46,44,2,923.04,40613.65
4064,Terry Ward,alexandrarodriguez@example.org,0.668,27,18,9,2316.23,41692.05
4065,Norma Walker,dnelson@example.com,0.82,20,16,4,1275.47,20407.55
4066,Sandra Allen,kennedyjacqueline@example.net,0.81,13,10,3,1540.54,15405.37
4067,Miranda Mason,joseph49@example.org,0.494,12,5,7,1191.06,5955.32
4068,Virginia Brock,ybarrett@example.net,0.698,42,29,13,4120.65,119498.84
4069,David Smith,lopezmary@example.com,0.668,33,22,11,4277.01,94094.13
4070,Kayla Carter,drhodes@example.org,0.662,5,3,2,3196.79,9590.36
4071,Justin Parsons,meredith43@example.org,0.851,23,19,4,3996.37,75931.0
4072,Leslie Rodriguez,nguyencatherine@example.org,0.851,48,40,8,887.39,35495.77
4073,Charles Smith,colemanstephanie@example.com,0.557,49,27,22,4722.39,127504.46
4074,Miguel Nelson,rebeccamarks@example.com,0.919,49,45,4,2024.45,91100.08
4075,Brittany Owens,clinton95@example.net,0.572,38,21,17,986.36,20713.46
4076,Valerie Griffin,dennishopkins@example.org,0.937,14,13,1,4173.51,54255.61
4077,Julie Carpenter,obell@example.net,0.646,47,30,17,1387.25,41617.42
4078,Michael Compton,lawsoncynthia@example.org,0.424,49,20,29,3744.91,74898.23
4079,Adrienne Martinez,theresadiaz@example.net,0.939,31,29,2,1780.47,51633.53
4080,Samantha Clark,nicole08@example.net,0.719,35,25,10,4370.28,109257.09
4081,Ashley Hutchinson,rachel31@example.com,0.536,22,11,11,1466.55,16132.07
4082,Frank Smith,pateltammy@example.org,0.251,35,8,27,4981.75,39854.01
4083,Michelle Greene,glenbowen@example.org,0.911,29,26,3,2029.28,52761.26
4084,Henry Casey,jeremy45@example.com,0.353,16,5,11,4861.51,24307.57
4085,Monique Brown,bakerbrian@example.net,0.854,22,18,4,362.01,6516.09
4086,Autumn Ortiz,vaughanjohn@example.com,0.731,45,32,13,2060.36,65931.67
4087,Troy Beck,whitelisa@example.org,0.502,32,16,16,4359.19,69747.04
4088,Jimmy Flores,allenedwards@example.org,0.434,17,7,10,3616.14,25312.99
4089,Linda Reid,rojasjames@example.org,0.685,17,11,6,4299.68,47296.47
4090,Gregory Jones,smithdestiny@example.org,0.829,18,14,4,1996.71,27953.91
4091,Ms. Jessica Clarke,lherrera@example.net,0.771,48,37,11,2917.1,107932.87
4092,Robert Arnold,benjamin41@example.com,0.806,29,23,6,370.32,8517.37
4093,Jasmin Ramirez,ukelly@example.com,0.676,18,12,6,2229.24,26750.86
4094,Tina Wagner,megan71@example.com,0.596,15,8,7,3117.26,24938.06
4095,Ashley Holmes,jasminereynolds@example.org,0.684,20,13,7,628.73,8173.54
4096,Devin Bauer,lisa14@example.net,0.671,28,18,10,746.39,13434.97
4097,Nicholas Coffey,rebeccacarter@example.com,0.611,49,29,20,2300.52,66715.19
4098,Kimberly Pearson,steeleholly@example.net,0.868,47,40,7,2740.96,109638.27
4099,Brandon Johnson,perezsusan@example.org,0.715,17,12,5,984.97,11819.66
4100,Corey Reyes,josephsharp@example.com,0.804,32,25,7,2037.42,50935.56
4101,Donald Davis,santiagoashley@example.com,0.773,40,30,10,4623.5,138705.02
4102,Christian Evans,silvaerika@example.org,0.943,21,19,2,1359.98,25839.65
4103,Susan Alexander,michaelpierce@example.com,0.569,9,5,4,4487.13,22435.64
4104,Emily Robinson,leesandra@example.net,0.886,11,9,2,4333.6,39002.36
4105,Jonathan Santos,mjones@example.net,0.715,5,3,2,2601.08,7803.24
4106,Brittany Leonard,travislevine@example.com,0.384,24,9,15,1075.33,9677.95
4107,Jeffrey Eaton,pkline@example.com,0.733,2,1,1,2853.76,2853.76
4108,Max Flores,michaelrodriguez@example.net,0.741,19,14,5,3148.78,44082.95
4109,Amber Alexander,michelezuniga@example.com,0.857,6,5,1,4269.62,21348.12
4110,Michelle Roberts,christiehudson@example.com,0.669,18,12,6,3096.8,37161.65
4111,Stephanie Harmon,mitchelldixon@example.org,0.922,2,1,1,4930.66,4930.66
4112,Latasha Arnold,kenneth51@example.org,0.595,39,23,16,4141.91,95263.82
4113,Crystal Paul,harringtonjamie@example.com,0.628,1,0,1,1714.13,0.0
4114,Ronald Thomas,zcarlson@example.com,0.739,24,17,7,2758.53,46895.04
4115,Donna Dominguez,tracy90@example.com,0.883,44,38,6,453.54,17234.63
4116,Miguel Bell,coxmichael@example.com,0.677,41,27,14,3941.23,106413.27
4117,Nicole Mayo,greenseth@example.org,0.849,15,12,3,4833.16,57997.91
4118,Brooke Lane,ohale@example.org,0.883,42,37,5,3708.63,137219.39
4119,Christopher Wright,virginiadavis@example.com,0.938,36,33,3,338.59,11173.59
4120,Karen James,melissahernandez@example.net,0.782,6,4,2,2649.47,10597.9
4121,Leah Martinez,fmiller@example.com,0.632,7,4,3,4537.82,18151.28
4122,Martha Tanner,travisjohnson@example.org,0.51,19,9,10,3427.28,30845.55
4123,Katherine Hartman,pollarderic@example.com,0.252,12,3,9,2375.98,7127.94
4124,Rachael Taylor,william36@example.com,0.349,6,2,4,3508.52,7017.04
4125,Emily Ferguson,fflores@example.org,0.946,34,32,2,1624.97,51998.9
4126,Theodore Torres,michael46@example.net,0.872,42,36,6,2564.06,92306.01
4127,David Johnson,zscott@example.com,0.576,28,16,12,1630.07,26081.11
4128,Debbie Hart,jbarnett@example.com,0.708,46,32,14,3715.76,118904.37
4129,Matthew Perez,anthony73@example.org,0.877,35,30,5,4830.96,144928.86
4130,William Brady,wallacemary@example.net,0.83,31,25,6,3099.19,77479.87
4131,Cynthia Miller,john27@example.com,0.649,24,15,9,917.91,13768.6
4132,Kenneth Collins,james07@example.net,0.892,10,8,2,976.79,7814.35
4133,Jonathan Velasquez,watkinstracy@example.net,0.872,14,12,2,3979.44,47753.28
4134,Leonard Stevenson,thompsonsamantha@example.net,0.833,27,22,5,730.86,16078.99
4135,Courtney Wade,masonashley@example.org,0.559,43,24,19,1790.01,42960.14
4136,Stephanie Monroe,andreawillis@example.org,0.763,18,13,5,1665.89,21656.52
4137,Melissa Khan,chungdavid@example.net,0.511,34,17,17,3130.44,53217.56
4138,Gina Watson,christopher06@example.com,0.763,38,28,10,1502.72,42076.18
4139,James Lloyd,lesterjason@example.net,0.83,30,24,6,1114.24,26741.78
4140,Eric Singleton,greenanna@example.org,0.867,45,39,6,1826.85,71247.17
4141,Chloe Howe,steven82@example.com,0.848,17,14,3,2358.05,33012.75
4142,Mr. James Gomez Jr.,bobbybrock@example.com,0.685,25,17,8,4178.2,71029.4
4143,Francisco Perry,ftorres@example.net,0.916,33,30,3,305.27,9158.0
4144,James Stewart,cynthia94@example.net,0.875,7,6,1,4355.4,26132.38
4145,Jeffery Mccarthy,michaelwise@example.net,0.378,7,2,5,2625.63,5251.26
4146,Anna Lloyd,terrellstephanie@example.org,0.467,26,12,14,3256.72,39080.67
4147,Raymond Allen,zleblanc@example.com,0.738,20,14,6,908.67,12721.44
4148,Danielle Sullivan,susanclark@example.org,0.53,9,4,5,264.89,1059.57
4149,Katherine Moore,choidarrell@example.org,0.792,28,22,6,1489.34,32765.39
4150,William Randolph,lucerocharles@example.org,0.623,22,13,9,4885.21,63507.71
4151,Chris Kemp,jenniferthornton@example.net,0.915,10,9,1,245.77,2211.9
4152,Jeremy Wallace,duranrichard@example.com,0.763,27,20,7,2767.17,55343.5
4153,Joe Cantu,stricklanddavid@example.org,0.591,18,10,8,4412.6,44125.96
4154,Jenna Hernandez,orose@example.com,0.793,46,36,10,2802.36,100884.92
4155,Michael Horton,edwardduncan@example.net,0.849,28,23,5,2503.2,57573.5
4156,Richard Lozano,jobrien@example.org,0.425,27,11,16,2092.88,23021.69
4157,Matthew Ingram,jamesstrickland@example.net,0.851,6,5,1,2896.2,14481.02
4158,Maria Reid DVM,karifields@example.com,0.829,15,12,3,3124.95,37499.35
4159,Tina Davis,sandraguerra@example.org,0.641,38,24,14,2104.95,50518.87
4160,Derek Massey,stanleyvalerie@example.com,0.42,9,3,6,1569.53,4708.6
4161,Martin Mckenzie,nmeyer@example.net,0.826,39,32,7,2848.46,91150.58
4162,Heather Lindsey,webbchristopher@example.net,0.798,46,36,10,4269.41,153698.84
4163,Bradley Green,cthompson@example.org,0.783,24,18,6,1077.89,19402.1
4164,Jeremy Hodge,jared94@example.org,0.494,21,10,11,4477.09,44770.92
4165,Beth Hall DVM,nathandalton@example.net,0.507,38,19,19,548.76,10426.47
4166,Kenneth Wiggins,lwilliams@example.com,0.619,41,25,16,1991.11,49777.82
4167,Rhonda Smith,gcline@example.org,0.985,48,47,1,2142.59,100701.62
4168,Rachel Smith,hayesdavid@example.com,0.742,6,4,2,4334.16,17336.64
4169,Susan Snyder,sarahsoto@example.org,0.866,19,16,3,2436.61,38985.81
4170,Robert Harrington,orozcosean@example.com,0.868,42,36,6,1834.36,66037.03
4171,Shawn Pruitt,sandramartinez@example.net,0.771,11,8,3,1371.14,10969.1
4172,Michael Serrano,carolhamilton@example.org,0.826,13,10,3,476.59,4765.92
4173,Crystal Curtis,tchandler@example.org,0.439,16,7,9,1556.74,10897.2
4174,Maurice Young,ronaldgomez@example.com,0.953,1,0,1,3974.0,0.0
4175,Donna Brewer,christophervillarreal@example.org,0.493,26,12,14,3943.94,47327.27
4176,Anna Rogers,william47@example.net,0.732,3,2,1,1906.2,3812.4
4177,Christopher Koch,ysimmons@example.org,0.855,25,21,4,3555.52,74665.84
4178,Mark Tucker,sextonjennifer@example.org,0.694,13,9,4,589.29,5303.63
4179,Dr. Maria Wong,anthonygerald@example.org,0.461,3,1,2,200.53,200.53
4180,Derrick Case,lucastiffany@example.net,0.821,47,38,9,3456.83,131359.35
4181,Bradley Wilson,nicholslisa@example.com,0.932,37,34,3,4592.68,156151.13
4182,Susan Jefferson,susan17@example.net,0.855,16,13,3,854.19,11104.44
4183,Jason Edwards,colemanmargaret@example.org,0.928,11,10,1,1246.11,12461.14
4184,Nicholas Huffman,reneebuckley@example.net,0.864,38,32,6,1781.29,57001.18
4185,Jeffery Horn,uharris@example.com,0.729,4,2,2,1160.35,2320.69
4186,Dr. Ellen Lee,howardjacob@example.com,0.402,8,3,5,2703.41,8110.22
4187,Mrs. Karen Hall,laurencastro@example.net,0.789,42,33,9,1253.75,41373.71
4188,Kathryn Gonzales,foleykimberly@example.com,0.805,47,37,10,410.02,15170.72
4189,Jason Moore,wellsjennifer@example.net,0.837,32,26,6,464.03,12064.85
4190,Eric Moses,jensenstacey@example.net,0.963,11,10,1,4891.34,48913.42
4191,Edgar Mitchell,mercedesbarrett@example.org,0.903,26,23,3,2925.99,67297.85
4192,Michael Archer,kgarza@example.com,0.259,40,10,30,4063.16,40631.62
4193,Vanessa Carey,claytonmadison@example.com,0.688,4,2,2,2250.66,4501.33
4194,Yvette Peterson,steve68@example.net,0.427,5,2,3,2113.56,4227.13
4195,Kathleen Trujillo,nelsonjill@example.net,0.846,39,32,7,2928.8,93721.48
4196,Rebecca Webb,joannamoore@example.org,0.738,5,3,2,4647.99,13943.96
4197,Jeff Miller,whitejose@example.net,0.895,29,25,4,4728.05,118201.3
4198,Christian Brennan,nathanielfischer@example.org,0.895,39,34,5,2875.38,97763.04
4199,Francisco Garcia,anthonyayala@example.net,0.663,37,24,13,3169.34,76064.1
4200,Lisa Lloyd,kylie90@example.org,0.496,44,21,23,1746.76,36682.03
4201,Jessica Hayden,sosaryan@example.com,0.536,19,10,9,1550.41,15504.12
4202,Sarah Bonilla,williamsjessica@example.org,0.851,12,10,2,2096.89,20968.9
4203,Jennifer Lopez,joshua44@example.org,0.636,30,19,11,1124.47,21364.91
4204,James Simmons,holtomar@example.org,0.253,28,7,21,584.57,4091.97
4205,Jason Rogers,dianaevans@example.net,0.816,17,13,4,613.66,7977.56
4206,Kayla Nguyen,wardamber@example.com,0.722,19,13,6,3602.96,46838.54
4207,Nancy Rogers,dave32@example.com,0.381,22,8,14,2494.7,19957.6
4208,Bryan Evans PhD,brookssheryl@example.net,0.758,11,8,3,3576.29,28610.35
4209,Amanda Gomez,melanieshelton@example.org,0.86,23,19,4,4301.76,81733.35
4210,Richard Ramos,xhernandez@example.com,0.755,44,33,11,4093.76,135094.07
4211,Brian Woodward,christieneal@example.net,0.674,7,4,3,3129.86,12519.43
4212,Brianna Bradley,tmorgan@example.org,0.724,42,30,12,1520.42,45612.53
4213,Glenn Collins,michaelcarr@example.net,0.761,10,7,3,2593.95,18157.64
4214,Jon Campbell,jeffbarnes@example.org,0.801,23,18,5,3448.64,62075.46
4215,Ricardo Garrett,brenda72@example.com,0.866,26,22,4,482.73,10620.11
4216,Robin Adams,stephanienavarro@example.com,0.462,5,2,3,2775.76,5551.52
4217,Jennifer Ward,mcampbell@example.net,0.717,30,21,9,1544.84,32441.55
4218,David Smith,ortizronald@example.net,0.889,25,22,3,2496.46,54922.07
4219,Amanda Oliver,kristopher68@example.org,0.657,13,8,5,1276.99,10215.9
4220,Cynthia Blake,bbishop@example.net,0.963,34,32,2,2008.23,64263.35
4221,Martin Matthews,william62@example.net,0.606,40,24,16,4091.89,98205.3
4222,James Smith,nicholas35@example.com,0.711,5,3,2,4289.24,12867.72
4223,Joshua Meadows,xmyers@example.com,0.607,32,19,13,2476.11,47046.07
4224,Pamela Oneal,antoniooneal@example.org,0.656,31,20,11,1824.41,36488.22
4225,Karen Clark,leonard74@example.com,0.663,7,4,3,3417.27,13669.09
4226,Brandon Cox,emccarty@example.com,0.669,46,30,16,4616.68,138500.42
4227,Tyler Skinner,timothyjefferson@example.com,0.455,46,20,26,767.83,15356.69
4228,Alex Villegas,katelynwebb@example.net,0.748,18,13,5,1114.98,14494.7
4229,John Harris,john85@example.com,0.775,24,18,6,2372.08,42697.36
4230,Darryl Jones,philiphenderson@example.net,0.786,13,10,3,1234.27,12342.69
4231,James Jones,wmartin@example.com,0.502,13,6,7,1615.92,9695.49
4232,Laurie Walker,pbrown@example.org,0.834,24,20,4,243.28,4865.59
4233,Gary Sanders,victoriadavis@example.net,0.502,28,14,14,1443.03,20202.44
4234,Carlos Collins,montgomeryashley@example.org,0.772,36,27,9,4046.41,109253.19
4235,Amanda Jones,lguzman@example.net,0.436,10,4,6,1017.22,4068.89
4236,Kristin Tucker,xharris@example.com,0.801,5,4,1,3572.74,14290.94
4237,Kendra Turner,lindsey35@example.org,0.847,48,40,8,4160.56,166422.34
4238,Sonya Brown,brian55@example.org,0.801,26,20,6,3579.36,71587.19
